Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year,clean_description,style
694,98990,France,"The little touch of wood aging (three months) is just enough to round out the Chardonnay. At the same time, it does show freshness and apple flavors, with an attractive floral character. It is soft and finally ripe.",,88,14,Southwest France,Vin de Pays des Côtes de Gascogne,,Roger Voss,@vossroger,Domaine du Tariquet 2008 Chardonnay (Vin de Pays des Côtes de Gascogne),Chardonnay,Domaine du Tariquet,https://images.vivino.com/thumbs/7fgE4OgAQ1KTVJRxMwZqHQ_pb_x600.png,"['flowers', 'wood', 'fruit']",white,2008,little touch wood aging month round Chardonnay time freshness apple flavor attractive floral character soft finally ripe,Sweet and Buttery
696,52425,Italy,"This opens with aromas of mature black-skinned berry, leather, menthol and dark spice. The palate seems a bit older than it is, offering raisin, bitter prune and star anise alongside close-grained but not very persistent tannins.",,87,35,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Cantina Valpolicella Negrar 2013  Amarone della Valpolicella Classico,Red Blend,Cantina Valpolicella Negrar,https://images.vivino.com/thumbs/qjp6kkdYRyGjOXv-zo96fA_pb_x600.png,"['herbs', 'fruit', 'leather', 'berry', 'spice']",red,2013,open aroma mature black skinned berry leather menthol dark spice palate bit old offer raisin bitter prune star anise alongside close grain persistent tannin,Spicy and Aromatic
698,89266,Italy,"This focused, full-bodied wine opens with aromas of scorched earth, ripe black-skinned fruit and a whiff of game. The tight palate is still rather closed but already offers dense black cherry, clove, licorice and grilled herb alongside firm, fine-grained tannins. Drink 2021–2031.",Serra,93,95,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Giovanni Rosso 2011 Serra  (Barolo),Nebbiolo,Giovanni Rosso,https://images.vivino.com/thumbs/ukcZISpHSfWZ57WEBRer1w_pb_x600.png,"['smoky', 'herbs', 'mineral', 'berry', 'spice']",red,2011,focused bodied wine open aroma scorched earth ripe black skinned fruit whiff game tight palate closed offer dense black cherry clove licorice grill herb alongside firm fine grain tannin drink 2021–2031,Outlier/Not Classified
700,27645,Italy,"Scrio boasts chunky aromas of clove, milk chocolate, coconut and pulsing blueberry. You can definitely identify the hot vintage in the wine's complex DNA although it isn't a big issue in terms of quality. The mouthfeel is polished and firm and the wine's long finish is amazing.",Scrio,90,210,Tuscany,Toscana,,,,Le Macchiole 2003 Scrio Syrah (Toscana),Syrah,Le Macchiole,https://images.vivino.com/thumbs/CQHLBAgEQYa8J4CGdCgPpQ_pb_x600.png,"['chocolate', 'coffee', 'berry', 'spice', 'nuts']",red,2003,Scrio boast chunky aromas clove milk chocolate coconut pulse blueberry definitely identify hot vintage wine complex dna big issue term quality mouthfeel polished firm wine long finish amazing,Structured and Toasty
701,31352,Argentina,"Funky at first and simply not as smooth, pure and clean as Catena's Nicasia and Adrianna Malbecs, which are the components of this wine. Argentino in 2007 is deep and dark like always, with coconut and cassis aromas preceding a sweet, ultrarich palate that's teetering on candied. Quite oaky and chocolaty as well, with brown sugar and depth to the finish. Drink now through 2014.",Argentino,92,120,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Catena Zapata 2007 Argentino Malbec (Mendoza),Malbec,Bodega Catena Zapata,https://images.vivino.com/thumbs/L5BuSPpXRXW2ej3KxsgOxg_pb_x600.png,"['wood', 'caramel', 'nuts', 'berry']",red,2007,funky simply smooth pure clean Catena Nicasia Adrianna Malbecs component wine Argentino 2007 deep dark like coconut cassis aroma precede sweet ultrarich palate teeter candy oaky chocolaty brown sugar depth finish drink 2014,Structured and Toasty
703,39573,US,"Once past a surprisingly minty open, this stiff and earthy Malbec tightens up into a Bordeaux-like cocoon. It's an austere wine, that slowly reveals dark cassis fruit, dried herbs, and a finishing whiff of coconut. Give it plenty of breathing time, or decant.",,88,29,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Three Rivers 2010 Malbec (Columbia Valley (WA)),Malbec,Three Rivers,https://images.vivino.com/thumbs/RaI6nJ9VRFqAiBVzv0f0wQ_150x200.jpg,"['mineral', 'herbs', 'nuts', 'berry']",red,2010,past surprisingly minty open stiff earthy Malbec tighten Bordeaux like cocoon austere wine slowly reveal dark cassis fruit dry herb finish whiff coconut plenty breathing time decant,Outlier/Not Classified
705,36216,Portugal,"A powerful and dense wine, showing some rustic character, big red fruit and dark tannins. This superb wine has weight and concentration, balanced acidity and a growing sense of maturity. This wine from the legendary Mouchão estate needs considerable aging; drink from 2018.",,95,36,Alentejano,,,Roger Voss,@vossroger,Mouchão 2007 Red (Alentejano),Portuguese Red,Mouchão,https://images.vivino.com/thumbs/xK9r7bb9QoeGs88kDMxKTA_pb_x600.png,[],red,2007,powerful dense wine show rustic character big red fruit dark tannin superb wine weight concentration balanced acidity grow sense maturity wine legendary Mouchão estate need considerable aging drink 2018,Concentrated and Fruity
707,39527,US,"This blend of Bordeaux varieties (39% Cab Sauv, 37% Merlot, 12% Petit Verdot, 8% Cab Franc and 4% Malbec) opens with a nice purity of fruit, mainly plum and cassis and shows a deftness of blending. There's a touch of green pepper at the finish.","33 Degrees North Gracie Hill Vineyard, BDX",87,33,California,South Coast,South Coast,Virginie Boone,@vboone,"Fallbrook 2008 33 Degrees North Gracie Hill Vineyard, BDX Red (South Coast)",Red Blend,Fallbrook,https://images.vivino.com/thumbs/3tWCdQ-yRuCrs_OpAcCf1A_pb_x600.png,"['fruit', 'spice', 'berry']",red,2008,blend Bordeaux variety 39 Cab Sauv 37 merlot 12 Petit Verdot 8 Cab Franc 4 Malbec open nice purity fruit mainly plum cassis show deftness blending touch green pepper finish,Outlier/Not Classified
708,24661,Italy,"Mildly grassy in the nose, with accents of fig, melon and citrus rind. It's got some hay and funky earthiness to the otherwise tangy, citrus-driven palate. The acidity isn't overpowering, so the mouthfeel is a bit creamy. Overall it's a good mainstream wine unlikely to offend anyone.",,88,19,Northeastern Italy,Friuli Aquileia,,,,Foffani 2000 Sauvignon Blanc (Friuli Aquileia),Sauvignon Blanc,Foffani,https://images.vivino.com/thumbs/vW9ukOIoRtqG80mBmTvWCQ_pb_x600.png,"['mineral', 'herbs', 'citrus', 'fruit']",white,2000,mildly grassy nose accent fig melon citrus rind get hay funky earthiness tangy citrus drive palate acidity overpower mouthfeel bit creamy overall good mainstream wine unlikely offend,Outlier/Not Classified
709,41192,Italy,"A Nebbiolo from the steep vineyards of Valtellina, this opens with aromas of crushed violets, perfumed berry, flint and a whiff of Alpine herbs. The bright palate delivers crushed sour cherries, juicy raspberries, grilled sage, tobacco and a hint of vanilla alongside racy acidity and polished tannins. Enjoy through 2020.",Inferno Al Carmine,91,29,Lombardy,Valtellina Superiore,,Kerin O’Keefe,@kerinokeefe,Caven 2008 Inferno Al Carmine  (Valtellina Superiore),Nebbiolo,Caven,https://images.vivino.com/thumbs/CqYYstbwStOZCNTbrmSQCw_pb_x600.png,"['smoky', 'vanilla', 'herbs', 'berry']",red,2008,Nebbiolo steep vineyard Valtellina open aroma crushed violet perfume berry flint whiff Alpine herb bright palate deliver crush sour cherry juicy raspberry grill sage tobacco hint vanilla alongside racy acidity polished tannin enjoy 2020,Outlier/Not Classified
710,37513,France,"This wine takes white Châteauneuf-du-Pape to rare heights. Mouthwatering aromas of toasted nuts and pineapple set the stage for a full-bodied, rich, succulent wine experience whose finish lingers. Yet despite the wine's undeniable heft, it never seems overly weighty. Drink this blend of 80% Roussanne and 20% Grenache Blanc over the next couple of years.",Château de Beaucastel,93,108,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Famille Perrin 2011 Château de Beaucastel White (Châteauneuf-du-Pape),Rhône-style White Blend,Famille Perrin,https://images.vivino.com/thumbs/x0HbDVIhT8KHdfuFoAdB0w_pb_x600.png,"['nuts', 'fruit']",white,2011,wine take white Châteauneuf du Pape rare height mouthwatering aroma toast nut pineapple set stage bodied rich succulent wine experience finish linger despite wine undeniable heft overly weighty drink blend 80 Roussanne 20 Grenache Blanc couple year,Light and Fruity
711,36435,France,"Only very subdued notes of citrus emerge and add a little polish to a rounded, balanced and dry palate. However, a lovely, bundled ray of tangerine zestiness at the core brightens the wine immensely.",Tradition,88,25,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Emile Beyer 2014 Tradition Pinot Gris (Alsace),Pinot Gris,Emile Beyer,https://images.vivino.com/thumbs/e7wVlQ-2TJ-R_67saDAzvg_pb_x600.png,['citrus'],white,2014,subdued note citrus emerge add little polish rounded balanced dry palate lovely bundle ray tangerine zestiness core brighten wine immensely,Outlier/Not Classified
712,48953,US,"Plush and dusty, this splendid Merlot offers unusual depth and texture, even for Washington versions of the much-maligned grape. Along with black cherry fruit come highlights of herb and olive, spicy oak and rich earth. The density and detail carry through a long finish.",,92,52,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Woodward Canyon 2011 Merlot (Columbia Valley (WA)),Merlot,Woodward Canyon,https://images.vivino.com/thumbs/gRniKManT6-2yFb9sULUpw_pb_x600.png,"['wood', 'herbs', 'fruit', 'mineral', 'berry']",red,2011,plush dusty splendid Merlot offer unusual depth texture Washington version malign grape black cherry fruit come highlight herb olive spicy oak rich earth density detail carry long finish,Full-Bodied and Intense
713,63231,US,"Delicious and classy, this is based on Merlot, with the other four classic Bordeaux varieties in proper proportion. It flatters immediately with its wealth of blackberries, black cherries, cola and mocha that finish so dry and spicy, yet it has that extra complexity that makes it intellectually interesting. Drink now and over the next six years.",Cuvée Kristin Estate Blend Red Wine,93,55,California,Sonoma Valley,Sonoma,,,Korbin Kameron 2008 Cuvée Kristin Estate Blend Red Wine Red (Sonoma Valley),Bordeaux-style Red Blend,Korbin Kameron,https://images.vivino.com/thumbs/nrrZkp33T7iut4Yn67AxDA_pb_x600.png,['chocolate'],red,2008,Delicious classy base Merlot classic Bordeaux variety proper proportion flatter immediately wealth blackberry black cherry cola mocha finish dry spicy extra complexity make intellectually interesting drink year,Outlier/Not Classified
714,19428,US,"Labeled reserve, this young wine has a bit more heft than the Willamette Valley bottling. Black cherry, cola and Dr. Pepper flavors wrap into an earthy, chalky, tannic finish.",Reserve,86,20,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Kudos 2012 Reserve Pinot Noir,Pinot Noir,Kudos,https://images.vivino.com/thumbs/lnJPqDKkSzCks1W-CtWnSQ_pb_x600.png,"['spice', 'mineral', 'berry']",red,2012,label reserve young wine bit heft Willamette Valley bottle black cherry cola Dr. Pepper flavor wrap earthy chalky tannic finish,Structured and Toasty
715,46583,US,"Cedarville's ode to Priorat, this is a mix of 45% Grenache, 30% Syrah and 25% Cabernet Sauvignon. The three get along swimmingly, amusingly mixing into a triad of dark blackberry, dark licorice and dark chocolate. The rich texture is on the mark, and the wine provides just the right heft for any spicy, brawny meal.",Turnabout's,92,39,California,Fair Play,Sierra Foothills,Virginie Boone,@vboone,Cedarville Vineyard 2009 Turnabout's Red (Fair Play),Red Blend,Cedarville Vineyard,https://images.vivino.com/thumbs/LIc3zwmuRYaC0vVPrLM8ew_150x200.jpg,"['coffee', 'spice', 'chocolate', 'berry']",red,2009,Cedarville ode Priorat mix 45 Grenache 30 Syrah 25 Cabernet Sauvignon swimmingly amusingly mix triad dark blackberry dark licorice dark chocolate rich texture mark wine provide right heft spicy brawny meal,Outlier/Not Classified
716,60869,US,Sugary sweet and cloying in raspberry jelly flavor. More of a simple dessert wine than a rosé.,Rock N Rosé Zinfandel,81,20,California,Sonoma Valley,Sonoma,,,Headbanger 2010 Rock N Rosé Zinfandel Rosé (Sonoma Valley),Rosé,Headbanger,https://images.vivino.com/thumbs/default_label_150x200.jpg,"['caramel', 'berry']",red,2010,sugary sweet cloy raspberry jelly flavor simple dessert wine rosé,Outlier/Not Classified
717,39641,US,"From both hillside sites and valley floor, this entry-level wine is impressively made and ready to be enjoyed. A mix of rose petals and raspberry preserves surround a good grip of tannin and savory tease of clove, before a lengthy finish adds to the experience. It's made with 2% Petit Verdot and 1% Cabernet Franc.",,91,55,California,Napa Valley,Napa,Virginie Boone,@vboone,Hall 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall,https://images.vivino.com/thumbs/bqThOy2zTy6kfEnXKoKtrQ_pb_x600.png,"['flowers', 'spice', 'berry']",red,2012,hillside site valley floor entry level wine impressively ready enjoy mix rose petal raspberry preserve surround good grip tannin savory tease clove lengthy finish add experience 2 Petit Verdot 1 Cabernet Franc,Outlier/Not Classified
718,75679,US,"Shows all the hallmarks of an important young Napa Cabernet. Bone dry and quite hard in tannins, it's immensely concentrated in blackberries, black currants, cassis and fine, smoky new oak. Possesses that elusive quality of dramatic terroir, a real sense of place. Very fine young wine that needs time. Cellar until at least 2015.",,93,40,California,Napa Valley,Napa,,,Freemark Abbey 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Freemark Abbey,https://images.vivino.com/thumbs/y9AwRltRQ7uwZQtIEj_b5g_pb_x600.png,"['wood', 'berry']",red,2007,show hallmark important young Napa Cabernet bone dry hard tannin immensely concentrated blackberry black currant cassis fine smoky new oak possess elusive quality dramatic terroir real sense place fine young wine need time cellar 2015,Rich and Tannic
719,41687,South Africa,"This wine has a direct and approachable feel, with bright, fruity aromas and flavors of black berry, cherry, fig and currant alongside accents of toasty vanilla and cocoa. It's medium weight and well balanced, with a solid structure and an enduring finish.",Optima,89,35,Franschhoek,,,Lauren Buzzeo,@laurbuzz,Anthonij Rupert 2009 Optima Red (Franschhoek),Red Blend,Anthonij Rupert,https://images.vivino.com/thumbs/nWUhMXSUSBGkpEkyyFoxOQ_pb_x600.png,"['coffee', 'vanilla', 'chocolate', 'berry']",red,2009,wine direct approachable feel bright fruity aroma flavor black berry cherry fig currant alongside accent toasty vanilla cocoa medium weight balanced solid structure enduring finish,Structured and Toasty
720,118338,Spain,"Dusty, spicy and a little scratchy on the nose, this has leather, vanilla and mild fruit aromas. It feels tangy, with a light herb flavor working in tandem with dry plum and berry notes. Briary, spicy and drying on the finish.",Monte Haro Red,86,10,Northern Spain,Rioja,,Michael Schachner,@wineschach,Federico Paternina 2010 Monte Haro Red  (Rioja),Tempranillo Blend,Federico Paternina,https://images.vivino.com/thumbs/FdLHHgsNQzSy373jT7ludQ_pb_x600.png,"['herbs', 'fruit', 'leather', 'berry', 'vanilla']",red,2010,Dusty spicy little scratchy nose leather vanilla mild fruit aroma feel tangy light herb flavor work tandem dry plum berry note Briary spicy dry finish,Spicy and Aromatic
721,3182,France,"From the south-east facing Côte du Py, this is a powerfully structured wine. It is as full of tannins as of ripe red fruits. The wine with its dense character it likely to age well over several years. Drink from 2018.",Domaine de Javernière Côte du Py,90,20,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2015 Domaine de Javernière Côte du Py  (Morgon),Gamay,Georges Duboeuf,https://images.vivino.com/thumbs/IiUoXOXTSW6pD9fB9iu4yQ_pb_x600.png,[],red,2015,south east face Côte du Py powerfully structured wine tannin ripe red fruit wine dense character likely age year drink 2018,Concentrated and Fruity
722,76776,US,"Deep black plum and black cherry flavors lend fruit concentration to this full-bodied and mouth-filling wine from a tiny hilltop appellation in Mendocino County. Its dark fruit flavors are quite ripe but not sweet, and a good wrapping of fine-grained tannins supports the richness very well.",Weir Vineyard Méthode Ancienne,92,85,California,Yorkville Highlands,North Coast,Jim Gordon,@gordone_cellars,Talisman 2014 Weir Vineyard Méthode Ancienne Pinot Noir (Yorkville Highlands),Pinot Noir,Talisman,https://images.vivino.com/thumbs/LXU-3xSYS-qyjPestrkqnA_pb_x600.png,"['fruit', 'berry']",red,2014,deep black plum black cherry flavor lend fruit concentration bodied mouth fill wine tiny hilltop appellation Mendocino County dark fruit flavor ripe sweet good wrapping fine grain tannin support richness,Outlier/Not Classified
723,114288,Chile,"This opens with a blast of bell pepper and leafy berry aromas. The palate is juicy but scratchy, while flavors of plum, raspberry and herbs finish tart, with no evolution.",Select Terroir,83,10,Cachapoal Valley,,,Michael Schachner,@wineschach,Santa Ema 2011 Select Terroir Merlot (Cachapoal Valley),Merlot,Santa Ema,https://images.vivino.com/thumbs/bnsyktZkRIyPgSIWwAW0rA_pb_x600.png,"['fruit', 'spice', 'herbs', 'berry']",red,2011,open blast bell pepper leafy berry aromas palate juicy scratchy flavor plum raspberry herb finish tart evolution,Spicy and Aromatic
724,28297,US,"Dry and tannic, this wine still has a velvety mouthfeel where the blackberry and cherry flavors add a brown sugary edge, like a granola bar. Drink up.",,86,37,California,Alexander Valley,Sonoma,,,Hanna 2010 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hanna,https://images.vivino.com/thumbs/YX3qs7bbQ_-vknIFMVYBTA_pb_x600.png,"['caramel', 'berry']",red,2010,dry tannic wine velvety mouthfeel blackberry cherry flavor add brown sugary edge like granola bar drink,Concentrated and Fruity
725,56988,US,"This tangy, all-stainless, lightly grassy, dry Sauvignon Blanc is a pure and definitive elaboration of the grape's varietal character. Penetrating and crisp, it would be hard  to ask for more from a $9 wine.",Fumé Blanc,91,9,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Barnard Griffin 2012 Fumé Blanc Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Barnard Griffin,https://images.vivino.com/thumbs/uta-cOR6TJmz4uQEF_IL5g_pb_x600.png,"['herbs', 'fruit']",white,2012,tangy stainless lightly grassy dry Sauvignon Blanc pure definitive elaboration grape varietal character penetrating crisp hard   ask $ 9 wine,Crisp and Citrusy
727,7763,US,"Floral and fleshy, this is a big-boned, concentrated wine. A ripe rendering of apple, pear and peach is spiked in intriguing seasonings of lemongrass and nutmeg.",Sangiacomo Green Acres Catarina Clone 4,91,48,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Saintsbury 2015 Sangiacomo Green Acres Catarina Clone 4 Chardonnay (Carneros),Chardonnay,Saintsbury,https://images.vivino.com/thumbs/v4E1v86RS-GAI8FBCTAG-w_pb_x600.png,"['herbs', 'fruit', 'flowers', 'citrus', 'nuts']",white,2015,floral fleshy big boned concentrate wine ripe rendering apple pear peach spike intriguing seasoning lemongrass nutmeg,Outlier/Not Classified
729,61767,US,"There's a Porty overripeness all through this wine, like concentrated raisins and prunes. Although it's basically dry, it has a raisiny sweetness, especially toward the finish.",Weir Vineyard,84,42,California,Yorkville Highlands,North Coast,,,Drew 2010 Weir Vineyard Pinot Noir (Yorkville Highlands),Pinot Noir,Drew,https://images.vivino.com/thumbs/JJrDj-LdSb2YlMCAL2uvrw_pb_x600.png,['fruit'],red,2010,Porty overripeness wine like concentrated raisin prune basically dry raisiny sweetness especially finish,Outlier/Not Classified
730,127863,US,"Crushed earth notes juxtapose ripe lime, tangerine and melon in this refreshing easy-drinking Sauvignon Blanc. Medium bodied with a crisp tonic mouthfeel and brisk acidity, it's an appealing apéritif and summer quaffer.",,87,22,New York,Long Island,Long Island,Anna Lee C. Iijima,,Wölffer 2016 Sauvignon Blanc (Long Island),Sauvignon Blanc,Wölffer,https://images.vivino.com/thumbs/gIKA9KYwQpKblw9Xjh3CQw_pb_x600.png,"['mineral', 'citrus', 'fruit']",white,2016,crush earth note juxtapose ripe lime tangerine melon refreshing easy drink Sauvignon Blanc Medium body crisp tonic mouthfeel brisk acidity appealing apéritif summer quaffer,Crisp and Citrusy
731,124593,Italy,"Here's a Barolo that lives up to its “riserva” status thanks to aged aromas of old spice, leather, black mineral, root beer, tar and menthol-like intensity. There are some earthy, dusty tones on the finish and the wine imparts firm, ripe tannins in the mouth. Riservas are usually aged one more year than base Barolos.",Preve Riserva,92,125,Piedmont,Barolo,,,,Gianni Gagliardo 2004 Preve Riserva  (Barolo),Nebbiolo,Gianni Gagliardo,https://images.vivino.com/thumbs/YwhuFw9cRSqqZ2B4e-Q90A_pb_x600.png,"['leather', 'spice', 'mineral', 'herbs']",red,2004,Barolo live riserva status thank aged aroma old spice leather black mineral root beer tar menthol like intensity earthy dusty tone finish wine impart firm ripe tannin mouth Riservas usually age year base Barolos,Outlier/Not Classified
732,126002,Portugal,This blend of Sauvignon Blanc and Arinto is bright and herbaceous. There is also a more tropical character with pineapple and mango adding their riper notes. The end has a mineral edge. The wine will improve by holding until 2015 in bottle.,,84,13,Tejo,,,Roger Voss,@vossroger,Casal do Conde 2013 White (Tejo),Portuguese White,Casal do Conde,https://images.vivino.com/thumbs/qkDjVMmsRZyDGCZVfOkjyA_pb_x600.png,"['mineral', 'herbs', 'fruit']",white,2013,blend Sauvignon Blanc Arinto bright herbaceous tropical character pineapple mango add riper note end mineral edge wine improve hold 2015 bottle,Crisp and Citrusy
733,110835,Germany,"Whiffs of pine frond and moss lend a cool, alpine air to the nose of this medium-dry Riesling, but the palate is all lemon drops and sunshine. Juicy citrus flavor is uplifted by a stream of acidity that's invigoratingly fresh.",Kiedrich Turmberg Spätlese,92,92,Rheingau,,,Anna Lee C. Iijima,,Robert Weil 2013 Kiedrich Turmberg Spätlese Riesling (Rheingau),Riesling,Robert Weil,https://images.vivino.com/thumbs/nbTdVVY_QIu_rYLWbyRewg_pb_x600.png,['citrus'],white,2013,whiff pine frond moss lend cool alpine air nose medium dry riesling palate lemon drop sunshine juicy citrus flavor uplift stream acidity invigoratingly fresh,Crisp and Citrusy
735,56693,US,"Subtle aromatics ride a steely frame of straightforward acidity and subtle oak, the wine medium in build and layers. It finishes in a flourish of salty brine.",,87,20,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Bravium 2015 Chardonnay (Russian River Valley),Chardonnay,Bravium,https://images.vivino.com/thumbs/BM7zIuSJTK6gULXtfbG22w_pb_x600.png,['wood'],white,2015,subtle aromatic ride steely frame straightforward acidity subtle oak wine medium build layer finish flourish salty brine,Structured and Toasty
736,25646,Australia,"This is a lean, fresh Riesling with white stone fruit at its core. Grass and mineral—even waxy—flavors freshen up the palate, and floral and saffron notes waft from the nose. Lemon rind and viscous sour apple flavors linger on the finish. For this range of flavors to work in harmony, you surely must count elegance and subtlety among its virtues.",Watervale,90,19,South Australia,Clare Valley,,,,Mitchell 2001 Watervale Riesling (Clare Valley),Riesling,Mitchell,https://images.vivino.com/thumbs/lkP-wvokTamR4S41gprXNQ_pb_x600.png,"['herbs', 'fruit', 'flowers', 'mineral', 'citrus', 'spice']",white,2001,lean fresh Riesling white stone fruit core grass mineral waxy flavor freshen palate floral saffron note waft nose Lemon rind viscous sour apple flavor linger finish range flavor work harmony surely count elegance subtlety virtue,Crisp and Citrusy
738,105012,Italy,"This opens with sweet fruit tones of honeydew, ripe peach and apricot. The full, generous mouthfeel is quite loveable.",,88,20,Northeastern Italy,Collio,,,,Conti Formentini 2010 Pinot Grigio (Collio),Pinot Grigio,Conti Formentini,https://images.vivino.com/thumbs/3Jb92Q7iRLqgRVpyUajN2A_pb_x600.png,"['caramel', 'fruit']",white,2010,open sweet fruit tone honeydew ripe peach apricot generous mouthfeel loveable,Crisp and Citrusy
739,72163,France,"It was inevitable that a producer would play on the name of the appellation Saint-Amour when naming his wine. Luckily, the wine itself is delicious and charming. With just the right tannic structure to sustain the berry fruits, it's rounded, ripe and fruity. That structure will allow it to age, but it is ready to drink now.",Esprit de Séduction,88,24,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Pascal Berthier 2013 Esprit de Séduction  (Saint-Amour),Gamay,Pascal Berthier,https://images.vivino.com/thumbs/pyD2CRGSTOunl7TO0xpaAA_pb_x600.png,['berry'],red,2013,inevitable producer play appellation Saint Amour name wine luckily wine delicious charming right tannic structure sustain berry fruit rounded ripe fruity structure allow age ready drink,Concentrated and Fruity
743,40525,US,"Green peppercorns give a hard edge to the blackberry, currant and anise flavors on this Cabernet. Despite firm tannins, the palate shows lots of finesse and has a rewardingly chewy mouthfeel. An interesting wine hinting at the promise of this appellation.",,89,44,California,Happy Canyon of Santa Barbara,Central Coast,,,Star Lane Vineyard 2008 Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Star Lane Vineyard,https://images.vivino.com/thumbs/h9KuoyFvSfa-_DQfzxUzGg_pb_x600.png,"['spice', 'berry']",red,2008,Green peppercorn hard edge blackberry currant anise flavor Cabernet despite firm tannin palate show lot finesse rewardingly chewy mouthfeel interesting wine hint promise appellation,Outlier/Not Classified
744,104460,US,"Coming from the winery's estate vineyard in The Rocks District, this wine offers captivating notes of smoked meat, fire pit, flowers, black olive and peat that are followed by abundant fruit and savory flavors with a palate-coating lithe feel. Meaty flavors persist on the finish. It shows a spot-on sense of balance that thoroughly enchants.",The Stones Speak,93,55,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Saviah 2013 The Stones Speak Syrah (Walla Walla Valley (WA)),Syrah,Saviah,https://images.vivino.com/thumbs/uAgdQYT2RZyb4W6Bf09nYg_pb_x600.png,"['flowers', 'smoky']",red,2013,come winery estate vineyard Rocks District wine offer captivate note smoke meat fire pit flower black olive peat follow abundant fruit savory flavor palate coat lithe feel Meaty flavor persist finish show spot sense balance thoroughly enchant,Outlier/Not Classified
748,41612,US,"Here's a Pinot that needs some time in the cellar. It's currently laden with heavy tannins, which accentuate the dry austerity. However, there's a beautiful heart of black cherries and cola, with a long, spicy finish. Should develop for a few years.",Heritage Reserve,89,40,California,Carneros,Napa-Sonoma,,,Schug 2007 Heritage Reserve Pinot Noir (Carneros),Pinot Noir,Schug,https://images.vivino.com/thumbs/fzMjPFCbSgeaZ9gds0X9fg_pb_x600.png,[],red,2007,Pinot need time cellar currently laden heavy tannin accentuate dry austerity beautiful heart black cherry cola long spicy finish develop year,Outlier/Not Classified
749,119112,US,"This is a perfect wine for fans of stem inclusion, but perhaps not for others. The aromas show green peppercorns, pasilla chile and a very tight boysenberry. The flavors are also green with jalapeño and other peppers, against a barely ripe, dark berry backdrop.",Verna's Vineyard,88,50,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Jaffurs 2012 Verna's Vineyard Syrah (Santa Barbara County),Syrah,Jaffurs,https://images.vivino.com/thumbs/gOMsZJaNRf-I0eD9EVHHvw_150x200.jpg,"['spice', 'berry']",red,2012,perfect wine fan stem inclusion aroma green peppercorn pasilla chile tight boysenberry flavor green jalapeño pepper barely ripe dark berry backdrop,Outlier/Not Classified
750,108293,France,There's a green edge to this wine that struggles with the richer dark berries and fudge cake flavors. Soft and round in the mouth with a short finish.,Le Dog de Jean Marc,84,11,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Mont Tauch 2009 Le Dog de Jean Marc Merlot (Vin de Pays d'Oc),Merlot,Mont Tauch,https://images.vivino.com/thumbs/00yenxbrmgvmc_150x200.jpg,[],red,2009,green edge wine struggle rich dark berry fudge cake flavor soft round mouth short finish,Outlier/Not Classified
751,108513,US,"A charming young Cabernet, this is rich in blackberry, currant and anise flavors that are complex and interesting. It's a very dry wine, but the fruit is so polished, it seems almost sweet. This is delicious now, although it's pretty tannic and could develop bottle complexity over the next 6–8 years.",Longwood,90,32,California,Napa Valley,Napa,,,Beaucanon 2009 Longwood Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Beaucanon,https://images.vivino.com/thumbs/1358927264_2229_150x200.jpg,"['spice', 'berry']",red,2009,charming young Cabernet rich blackberry currant anise flavor complex interesting dry wine fruit polished sweet delicious pretty tannic develop bottle complexity 6–8 year,Outlier/Not Classified
