        Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type
43681,US,"This wine is a rarity for Washington in a number of ways. It's 100% varietal, comes from Golden Ridge Vineyard, and saw just 20% new French oak. It offers appealing, luscious raspberry compote and herb aromas and flavors backed by lightly grainy tannins.",,91,35.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,DaMa 2012 Merlot (Walla Walla Valley (WA)),Merlot,DaMa,"https://www.wine-searcher.com/images/labels/73/78/10757378.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'oak', 'herb']",red
115175,France,"Big and firm, this is packed with red fruits and solid tannins. It has flavors of red berries and black fruits—the wood component still prominent. The acidity is gentle; but it does need to age for at least four years.",Clos des Angles Premier Cru,91,90.0,Burgundy,Volnay,,Roger Voss,@vossroger,Olivier Leflaive 2010 Clos des Angles Premier Cru  (Volnay),Pinot Noir,Olivier Leflaive,http://perrineswine.com/cdn/shop/products/img-0023_986816e1-4df3-4aaa-a985-2e41a3c6826e.png?v=1692039055,['fruit'],red
92566,Italy,"Sangiovese, Merlot and Cabernet Sauvignon are blended to create a soft, luscious wine that's loaded with bright cherry, rich chocolate and mocha flavors. It would pair beautifully with steak in green-pepper cream sauce.",Pergolaia,90,20.0,Tuscany,Toscana,,,,Caiarossa 2007 Pergolaia Red (Toscana),Red Blend,Caiarossa,"https://www.wine-searcher.com/images/labels/80/08/11218008.jpg?width=260&height=260&fit=bounds&canvas=260,260","['cherry', 'chocolate', 'pepper']",red
44163,US,"Very similar to last year's bottling, Morgan's '06 is pale in color, dry, silky and a little aloof. It's like a shy person who opens up when you get to know them. With firm acidity framing cranberry, rose petal, red cherry, grilled mushroom and spice flavors, it should begin to open up in a year or so.",Rosella's Vineyard,92,62.0,California,Santa Lucia Highlands,Central Coast,,,Morgan 2006 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/458235_ref-0.jpg","['berry', 'cherry', 'spice']",red
77620,France,"Dark and concentrated, with aromas of kirsch, blackberry, carnation, sage and menthol. The medium weight mouthfeel shares the same flavors as the nose, but are supported by notes of mocha and sousbois. Needs some time to open up in the glass if enjoyed now; otherwise, hold until 2010–2012.",Le Viala,90,69.0,Languedoc-Roussillon,Minervois La Liviniere,,Lauren Buzzeo,@laurbuzz,Gérard Bertrand 2005 Le Viala Red (Minervois La Liviniere),Rhône-style Red Blend,Gérard Bertrand,https://gerard-bertrand.shop/cdn/shop/files/LE_VIALA-David_Fritz_Goeppinger_83.jpg?v=1714395224&width=3000,['berry'],red
31119,France,"A blend of 60% Grenache and 40% Syrah, this medium-bodied wine is slightly confected and bubble-gum-like at first. With a bit of air, it takes on simple, fruity and direct flavors of cherries and berries, but finishes clean and dry. Drink now.",,85,14.0,Rhône Valley,Cévennes,,Joe Czerwinski,@JoeCz,Domaine La Tour de Gâtigne 2016 Rosé (Cévennes),Rosé,Domaine La Tour de Gâtigne,http://ca.celerierscellar.com/cdn/shop/products/sku0796201378146-la-tour-de-gatigne-rose-2020_800x_6a016c31-0e59-4f4e-b85e-3a24ca19e952.jpg?v=1643052584,['fruit'],rosé
67734,US,"Vanilla, dill, pickling spice and dried-cherry aromas are followed by full-flavored black cherry and licorice notes, backed by grainy tannins. The wood and fruit tussle at times but there are still lots of good things going on.",Shameless,89,45.0,Oregon,Columbia Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Styring 2012 Shameless Cabernet Sauvignon (Columbia Valley (OR)),Cabernet Sauvignon,Styring,https://cdn.ct-static.com/labels/47d52a77-4f76-472a-b7af-7d4d4fcf1766.jpg,"['fruit', 'cherry', 'vanilla', 'spice']",red
33253,Portugal,"Ripe and aromatic, this encapsulates the Viognier so well. Classic apricot flavors are enhanced by a smoky, wood-aging character, rich almonds and warm acidity. It's a well-composed wine, now ready to drink.",Madrigal,92,40.0,Lisboa,,,Roger Voss,@vossroger,Quinta do Monte d'Oiro 2011 Madrigal Viognier (Lisboa),Viognier,Quinta do Monte d'Oiro,https://images.vivino.com/thumbs/TeseEppJRvOrYbUaV6nfiQ_pb_x600.png,[],white
109625,US,"Sweet and simple, with chocolate, blueberry jam and caramel flavors.",,82,8.0,California,Central Coast,Central Coast,,,Dobbin Lane Wines 2007 Cabernet Sauvignon (Central Coast),Cabernet Sauvignon,Dobbin Lane Wines,https://wineanorak.com/wp-content/uploads/2021/08/IMG_5139-scaled.jpg,"['berry', 'chocolate']",red
109069,France,"This is dark and wood laden, with sweet, rich fruit and a firm, dense structure. It has a full feel, and its opulence is likely to develop over the next 2–3 years.",Clos des Fèves Premier Cru,93,107.0,Burgundy,Beaune,,Roger Voss,@vossroger,Chanson Père et Fils 2009 Clos des Fèves Premier Cru  (Beaune),Pinot Noir,Chanson Père et Fils,https://dxlu3le4zp2pd.cloudfront.net/preferabli-label/FDr5YjsA/800x800/filters:fill(FFFFFF)/567a5edc-f635-4e9d-b18a-86d4e9ca3e39-original,['fruit'],red
75084,Bulgaria,"Ripe fruit aromas of red raspberry, red plum and cassis lead the bouquet of this Bulgarian Mavrud, with secondary notes of smoked meats and cocoa powder that add intrigue. The silky mouthfeel has flavors of ripe red fruits followed by a bright acidic finish.",Ilaya Reserve,89,17.0,Thracian Valley,,,Jeff Jenssen,@worldwineguys,Manastira 2013 Ilaya Reserve Mavrud (Thracian Valley),Mavrud,Manastira,https://irepo.primecp.com/2017/05/330065/Ilaya-Mavrud-Reserve_ExtraLarge900_ID-2227691.jpg?v=2227691,"['fruit', 'berry', 'smoke']",unknown
48057,France,"A wine that hints at spice, this is mainly floral, with a yellow fruit flavor and a ripe, full-bodied feel.",,87,,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Vincent Stoeffler 2011 Pinot Gris (Alsace),Pinot Gris,Domaine Vincent Stoeffler,https://pleasurewine.com/18460-superlarge_default/alsace-sylvaner-2022-domaine-stoeffler.jpg,"['fruit', 'spice', 'floral']",unknown
13464,US,"Winemaker Rachel Silkowski takes cues from her mentor Brian Loring in her debut wine, which is brawny and lavish with nose-ticklingly spicy aromas of cloves and nutmeg laid across black plum, olallieberry and violets. Baked black plum and black peppercorn are lifted by Christmas spices galore, from allspice to dried ginger. It's an attention grabber.",,93,42.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Rasi 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Rasi,https://www.princeofpinot.com/media/images/wineries/Screen_shot_2015-12-15_at_3.08.21_PM.png,"['berry', 'spice', 'pepper', 'nut']",red
78825,US,"All Milbrandt fruit has created a sappy, buttery and bright Washington Chardonnay. It bursts upon the palate with a beautiful mix of tropical fruits and caramel. Flavors are rich, persistent and lush. You want more long after the bottle has been drained.",,93,32.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,JM Cellars 2006 Chardonnay (Columbia Valley (WA)),Chardonnay,JM Cellars,https://cdn.prod.website-files.com/5f934d77b68ed77798ae9ca4/5fdbae1a44fa10ef422c5f43_JM-Fall-2020-37_web.jpg,"['fruit', 'tropical', 'butter']",white
30874,Spain,"Grassy on the nose, then foamy and abrasive on the tongue, with a mix of oxidized flavors, bitter citrus and grassy accents. It finishes pithy tasting and citrusy.",Brut,82,10.0,Catalonia,Cava,,Michael Schachner,@wineschach,Conde de Caralt NV Brut Sparkling (Cava),Sparkling Blend,Conde de Caralt,"https://www.totalwine.com/dynamic/x1000,sq/media/sys_master/twmmedia/h2b/h89/11220234895390.png",['citrus'],sparkling
34974,Spain,"Lean raspberry and cherry aromas are the best part because the palate is rather raw and acidic, which causes raspiness and a tough mouthfeel. Flavors are sharp and red fruited, and there's an oak and vanilla element that's not that well integrated.",Selección,82,9.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Fundatio 2008 Selección Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Fundatio,"https://www.wine-searcher.com/images/labels/48/33/11584833.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry', 'cherry', 'vanilla', 'oak']",unknown
120418,Italy,"Lovely aromas of rose, violet, perfumed berry, mint and a balsamic note waft from the glass. The elegant palate delivers crushed red cherry, wild strawberry, orange zest, savory herb and cinnamon. It's balanced with fine-grained tannins and loaded with finesse.",,91,33.0,Tuscany,Pomino,,Kerin O’Keefe,@kerinokeefe,Marchesi de' Frescobaldi 2011 Pinot Nero (Pomino),Pinot Nero,Marchesi de' Frescobaldi,https://www.frescobaldi.com/images/thumbs/0000950_pomino-pinot-nero.jpg,"['berry', 'cherry', 'herb']",unknown
21782,Australia,"Jindalee's 2007 is a medium-bodied Shiraz with slightly candied fruit and a sensation of sweetness on the short, soft finish.",Circle Collection,81,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Jindalee 2007 Circle Collection Shiraz (South Eastern Australia),Shiraz,Jindalee,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/456799_51_NOV24.JPG,['fruit'],unknown
25831,US,"This is finished dry, at 13.3% alcohol, and puts the emphasis on citrus and grass, cracker and grain. There is a smidgeon of varietal perfume—a whiff of rose petal—but overall it's trending more toward Sauvignon Blanc than most Gewürztraminer. Nonetheless there is an impression of sweetness on the palate, from the nicely-ripened fruit.",Estate,88,15.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,David Hill 2006 Estate Gewürztraminer (Willamette Valley),Gewürztraminer,David Hill,"https://www.wine-searcher.com/images/labels/03/06/10320306.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'citrus']",unknown
3701,Argentina,"This Malbec-led blend is quite oaky, thus maple, molasses and chocolate aromas ride high alongside blackberry and mild floral notes. In the mouth, this is quasi-syrupy and very rich. Flavors of baked black fruits and brown sugar finish sticky, with chunky weight. Drink through 2018.",Gran Estirpe,91,45.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Clos de Chacras 2010 Gran Estirpe Red (Mendoza),Bordeaux-style Red Blend,Clos de Chacras,"https://www.wine-searcher.com/images/labels/10/55/10581055.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry', 'chocolate', 'oak', 'floral']",red
73605,Italy,"Made from organically farmed grapes, this opens with an unusual fragrance of medicinal herbs and ripe black fruit. The palate offers flavors of dense blackberry, raspberry, vanilla and espresso, along with prune and raisin notes.",,89,50.0,Central Italy,Sagrantino di Montefalco,,Kerin O’Keefe,@kerinokeefe,Di Filippo 2008  Sagrantino di Montefalco,Sagrantino,Di Filippo,https://kegnbottle.com/cdn/shop/products/Myproject-1-2023-01-13T190257.935_700x700.png?v=1673635052,"['fruit', 'berry', 'vanilla', 'herb']",unknown
86960,France,"Salmon pink in color, a wine that is soft and smooth with rich fruits, vanilla and some concentration. It is balanced with acidity while keeping the ripe fruit right to the fore.",,90,17.0,Provence,Coteaux d'Aix-en-Provence,,Roger Voss,@vossroger,Domaine de l'Eole 2010 Rosé (Coteaux d'Aix-en-Provence),Rosé,Domaine de l'Eole,https://www.weinbaule.de/images/BargemoneCollectionRose.jpg,"['fruit', 'vanilla']",rosé
41370,Spain,"On the surface, this smells of green apple and citrus, although deeper digging reveals pickled briny scents. A pinched citric palate and dry bitter flavors of green fruits and almond skins finish mild and slightly bitter.",,86,12.0,Catalonia,Terra Alta,,Michael Schachner,@wineschach,Las Colinas Del Ebro 2015 Garnacha Blanca (Terra Alta),Garnacha Blanca,Las Colinas Del Ebro,https://cdn.ct-static.com/labels/d9cc0de5-af74-4cdc-ab5a-164c43598155.jpg,"['fruit', 'citrus', 'apple']",unknown
20667,US,"Even with Merlot and Cabernet Franc in the mix, there's no mistaking this is a Zinfandel. It has pepper and jam flavors, with straightjacketlike tannins and plenty of body.",Reserve,87,24.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2010 Reserve Zinfandel (El Dorado),Zinfandel,Lava Cap,https://winepredator.com/wp-content/uploads/2023/03/331624141_644352204121286_3488058041103650328_n.jpg,['pepper'],red
46693,Italy,"Aromas suggesting underbrush, aromatic herb, violet, new leather and earthy game follow through to the chewy, full-bodied palate in this wine, along with ripe black cherry and a hint of baking spice. It's structured and surprisingly accessible, with rounded, velvety tannins. Drink 2018–2028.",Parafada,93,68.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Palladino 2013 Parafada  (Barolo),Nebbiolo,Palladino,https://images.vivino.com/thumbs/c0-MUEdvR-ubJ14PfWXWXA_pb_x600.png,"['cherry', 'spice', 'herb', 'earth']",unknown
114062,Portugal,"The second wine of the historic Mouchão estate, this contains less Alicante Bouschet than the top wine, while still having great power and concentration. There is a crisp feel, as well as plenty of acidity and forward black-currant fruit. It will be ready to drink from 2018.",Dom Rafael,90,16.0,Alentejo,,,Roger Voss,@vossroger,Mouchão 2013 Dom Rafael Red (Alentejo),Portuguese Red,Mouchão,https://pullthecork.co.uk/wp-content/uploads/2019/12/Herdade-Do-Mouchao-Dom-Rafael-Red-2016.jpg,['fruit'],red
53776,Italy,"Baked plum, Asian spice, vanilla and menthol aromas carry the nose. The elegantly structured palate offers fleshy black cherry, licorice, mint and well-integrated French oak alongside fine-grained tannins that lend firm, polished support. A coffee note marks the finish.",Bellezza Gran Selezione,91,38.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Castello di Gabbiano 2012 Bellezza Gran Selezione  (Chianti Classico),Sangiovese,Castello di Gabbiano,https://vertdevin.com/wp-content/uploads/2017/03/Castello-di-Gabbiano-Bellezza-2012-Gran-Selezione.jpg,"['cherry', 'vanilla', 'oak', 'spice']",unknown
28127,Australia,"This 60-40 blend provides excellent value at this price. It's full-bodied but silky-soft in texture, with aromas and flavors that range from plum to earth and cola to dried spices. The tannins melt away on the palate, leaving behind a long, mouthwatering finish. Drink now.",Twelve Staves,90,17.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Longwood 2006 Twelve Staves Shiraz-Grenache (McLaren Vale),Shiraz-Grenache,Longwood,https://www.wineenthusiast.com/wp-content/uploads/2024/06/06_24_The_Top_Rated_California_Pinot_Noirs_Right_Now_HERO_RevelWine_JVineyards_WenteVineyards_TotalWine_1920x1280-290x191.jpg,"['spice', 'earth']",unknown
47270,Spain,"This is a highly unusual blend of Marsellan and Touriga Nacional, and it smells reduced, lemony and like cola and coffee. The mouthfeel is grating, with sandpaper tannins. Odd, herbal, citrusy notes infiltrate core blueberry flavors, while the finish is hard as nails and tannic to an extreme. Only 200 cases made.",El Jefe de la Tribu,84,50.0,Levante,Valencia,,Michael Schachner,@wineschach,Angosto 2012 El Jefe de la Tribu Red (Valencia),Red Blend,Angosto,https://cdn.ct-static.com/labels/2c8da923-7cd2-4354-a865-f90ffe18c588.jpg,"['berry', 'citrus', 'lemon', 'herb']",red
41759,Australia,"On top of being made from organically grown grapes, this wine is vegan friendly. Of course, that means nothing unless the wine is good. Thankfully, this wine is excellent. Apricot, honey and ginger notes mingle easily on the palate. Drink this full-bodied, slightly open-knit wine over through 2017.",Made with Organic Grapes,91,17.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Yalumba 2014 Made with Organic Grapes Viognier (South Australia),Viognier,Yalumba,https://web-assets-prod.yalumba.com/GEN-Viognier-NV-Web.png,['honey'],white
115748,US,"From a cooler section of the Napa Valley, this Chardonnay offers simple, crisp and creamy aromas and flavors of apple and pear, toasty oak and vanilla.",Low Vineyard,87,34.0,California,Oak Knoll District,Napa,Virginie Boone,@vboone,Piña 2012 Low Vineyard Chardonnay (Oak Knoll District),Chardonnay,Piña,http://1.bp.blogspot.com/-3sGXq5Lpm64/T6GzYsFjtSI/AAAAAAAABT4/J2rv54q9BDw/s1600/IMG_0304.JPG,"['apple', 'pear', 'vanilla', 'oak']",white
30362,US,"This tart, lean wine from an Amador County winery is very dry, very tangy and very herbaceous in aroma and flavor. It will be a great choice at lunch or before dinner for people who appreciate aromatic expression and an austere texture.",Herzog Vineyard,88,20.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Andis 2014 Herzog Vineyard Chenin Blanc (Clarksburg),Chenin Blanc,Andis,https://appetiteforwine.blog/wp-content/uploads/2015/09/baron-herzog-sb.jpg,['herb'],unknown
79074,US,"From some of the property's oldest vines, this wine conveys a nostalgic component that's hard to resist, an approachability that meets length and breadth. Baked bread, cherry, vanilla and black tea give way to zesty acidity and a note of forest floor, but nothing competes with the allure of rose petals and orange blossoms that beckon around every corner.",Three Corner,94,86.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 Three Corner Pinot Noir (Russian River Valley),Pinot Noir,Rochioli,"https://www.wine-searcher.com/images/labels/93/35/10239335.jpg?width=260&height=260&fit=bounds&canvas=260,260","['cherry', 'vanilla']",red
32856,US,"Purple/black and compact, this wine needs plenty of breathing time to reveal its layers. Klipsun vineyard fruit brings power and tannic muscle. The aromas are intriguing; a bit overripe and raisiny, but also offering truffle, smoked meat and burnt toast.",,89,37.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Page Cellars 2005 Syrah (Red Mountain),Syrah,Page Cellars,https://wikiliq.org/wp-content/uploads/2021/01/ci-page-cellars-tryst-red-mountain-red-blend-e65045da88c6dee2.jpeg,"['fruit', 'smoke']",red
88727,US,"Concentrated in cassis and dry, firm tannins, this wine has richness and density flecked in dried herb and anise. Let it open before enjoying; it possesses an elegance on the abbreviated finish.",Lot 502,85,25.0,California,Spring Mountain District,Napa,Virginie Boone,@vboone,Cameron Hughes 2012 Lot 502 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Cameron Hughes,https://chwine.com/media/catalog/product/n/a/napa-valley_map_1176.jpg,['herb'],red
43076,Italy,"Il Concerto Brut is a tonic and tight Italian sparkler with dry aromas of lime, talc powder and crushed white pepper. The wine is fine, smooth and shows a touch of spice on the finish.",Il Concerto Brut,85,,Veneto,Prosecco,,,,San Simone NV Il Concerto Brut  (Prosecco),Glera,San Simone,https://images.vivino.com/thumbs/BTs5Pte5RbCUz3BceaGRyQ_pb_x600.png,"['lime', 'spice', 'pepper']",sparkling
13451,Italy,"There's a solid oak presence here in the form of chocolate, espresso and spice as well as distinctive tones that recall barbecue sauce, hickory and smoke. You'll get chewy cherry and sweet blackberry flavors in the mouth as well as thick tannins on the close.",Ugolino,90,60.0,Central Italy,Sagrantino di Montefalco,,,,Terre de Trinci 2001 Ugolino  (Sagrantino di Montefalco),Sagrantino,Terre de Trinci,"https://www.wine-searcher.com/images/labels/55/44/10675544.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'cherry', 'chocolate', 'oak', 'spice', 'smoke']",unknown
48150,Italy,"Menthol, aromatic herb, purple flower and new leather scents meld together in this wine. On the firm, focused, palate, clove, star anise and espresso hints back up Marasca cherry and cranberry flavors while tightly knit but refined tannins and bright acidity provide support.",,91,45.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Oddero 2013  Barolo,Nebbiolo,Oddero,https://cdn.ct-static.com/labels/3128b249-5c0c-4e03-b6c5-38c4efc81135.jpg,"['berry', 'cherry', 'herb']",unknown
45859,US,"Lots of ripe cherries, blackberries and dried herbs in this young, vigorous wine. Shows considerable power and authority, at the loss perhaps of some charm and elegance. Drink it over the next 6–8 years.",Highflyer Centerline,89,28.0,California,Napa Valley,Napa,,,Somerston 2007 Highflyer Centerline Red (Napa Valley),Red Blend,Somerston,"https://www.wine-searcher.com/images/labels/40/83/10154083.jpg?width=260&height=260&fit=bounds&canvas=260,260",['herb'],red
11286,France,"Crisp and grassy, this is a classic herbaceous Sancerre. It is tight, bright and full of citrus fruits. Grapefruit dominates, cut through with acidity and the freshest aftertaste. Drink now.",,86,,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine de Bellecours 2013  Sancerre,Sauvignon Blanc,Domaine de Bellecours,https://images.vivino.com/thumbs/xSbCd77KSgGkY5JW3QUUqw_pb_600x600.png,"['fruit', 'citrus', 'herb']",white
550,US,"The estate-grown grapes for this wine come from some of the appellation's highest-elevation sites, at the base of Mount Veeder. Natural acidity is the star of the show, a nice surprise after a decadent honeyed color and bouquet. Serious texture and complexity give way to a touch of salted caramel and peach.",Estate Reserve,93,35.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Artesa 2014 Estate Reserve Chardonnay (Carneros),Chardonnay,Artesa,https://www.wineenthusiast.com/wp-content/assets/reviews/label-images/wine/wine/234876_66be_july16_3670.jpg,"['peach', 'honey']",white
3395,US,"Apple skin and guava rise out from a more buttery aroma that leads to oak on the palate. Light bodied, the wine finishes tart in lemon and lime.",Suzanne's Blend,84,36.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gracianna 2014 Suzanne's Blend Chardonnay (Russian River Valley),Chardonnay,Gracianna,https://winesnob.blog/wp-content/uploads/2019/06/2019_graciannatastingnotes.jpg,"['apple', 'lemon', 'lime', 'oak', 'butter']",white
67074,Italy,"This creamy Pinot Grigio from Northeast Italy delivers thick aromas of mature melon, peach and honeysuckle. The wine offers breadth and width in the mouth thanks to its naturally rich consistency.",,87,17.0,Northeastern Italy,Colli Orientali del Friuli,,,,Teresa Raiz 2008 Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Teresa Raiz,"https://www.wine-searcher.com/images/labels/40/04/10454004.jpg?width=260&height=260&fit=bounds&canvas=260,260","['peach', 'honey']",white
105892,Italy,"There is a touch of sour berry on the bouquet, with white almond and menthol notes. The mouthfeel is subdued and silky.",,86,21.0,Northeastern Italy,Alto Adige,,,,Josef Weger 2008 Pinot Nero (Alto Adige),Pinot Nero,Josef Weger,https://images.vivino.com/labels/F1FUP_4ZTA6kNLcR0wBxyA.jpg,['berry'],unknown
15617,US,"This is a beautiful Cabernet Sauvignon. It epitomizes the Napa quality of power married to finesse. Winemaker Ted Edwards deserves kudos for producing a high-production Cabernet (34,000 cases) this good, from a difficult vintage. It's dry and balanced, with rich, complex blackberry, sage and sweet oak flavors. Drink now–2017.",,92,44.0,California,Napa Valley,Napa,,,Freemark Abbey 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Freemark Abbey,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/124248fbs.jpg","['berry', 'oak']",red
97861,US,"Tight-grained tannin wraps around a firmness of oak and high acidity in this brawny, full-bodied wine. The fruit comes baked, like a strawberry-rhubarb pie, seasoned in cinnamon.",,89,50.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,WindRacer 2014 Pinot Noir (Russian River Valley),Pinot Noir,WindRacer,https://cdn.ct-static.com/labels/ef1e11e7-e4b2-430e-8b7c-9ffb7caa67b3.jpg,"['fruit', 'berry', 'oak']",red
98221,Italy,"A blend of 80% Negroamaro and 20% Malvasia Nera, this straightforward, savory wine leads with aromas of spicy plum, black cherry and freshly ground pepper that carry over to the palate. Fresh acidity and polished tannins balance the juicy fruit flavors.",Arcangelo,88,15.0,Southern Italy,Salice Salentino,,Kerin O’Keefe,@kerinokeefe,Palamà 2012 Arcangelo Red (Salice Salentino),Red Blend,Palamà,https://cdn11.bigcommerce.com/s-k0y7xl9dpv/images/stencil/1280x1280/products/3504/27648/382062__83878.1666370417.JPG?c=1,"['fruit', 'cherry', 'pepper']",red
114741,US,"This is a head-turning Pinot Noir due to its darkness and depth. An intense crushed slate and loamy soil minerality dominates the nose, like serving pepper-dusted blackberry pie in a dark cave. A low-simmering acidity powers the almost Syrah-like sip, where boysenberry and elderberry meet with a roasted meat quality.",Rancho Ontiveros,93,46.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Hug 2013 Rancho Ontiveros Pinot Noir (Santa Barbara County),Pinot Noir,Hug,https://cdn.ct-static.com/labels/1d70cb12-3f16-405b-a1d2-d7d6c84f2ffb.jpg,"['berry', 'pepper', 'mineral']",red
25719,France,Simply fruity Bordeaux. It has signs of wood and black currant fruit along with acidity and a light layer of tannin. Drink now.,Prince Rubis,84,25.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,De Mour 2008 Prince Rubis  (Bordeaux),Bordeaux-style Red Blend,De Mour,https://images.vivino.com/labels/67FCmTIxRy6BdRp2EDETSw.jpg,['fruit'],red
126453,Portugal,"This is a rich, smooth and ripe wine. It has plenty of lemon acidity that contrasts with the mineral texture and the melon and pear fruit flavors. The wine is full, refreshing and also likely to age for a few more months. Best to drink this wine from 2017.",Contradição,93,20.0,Vinho Verde,,,Roger Voss,@vossroger,Provam 2014 Contradição Alvarinho (Vinho Verde),Alvarinho,Provam,https://images.vivino.com/thumbs/O03uEWIxRvGbeX3GTxBJ3w_pl_480x640.png,"['fruit', 'pear', 'lemon', 'mineral']",unknown
77464,US,"Hints of bramble, savory beetroot and spice lend complexity to lush, ripe black cherry and berry flavors in this full-bodied Cabernet Franc. Unctuous and juicy, it penetrates richly, shaded by soft layers of fine-grained tannins. Drink now–2017.",,89,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Dr. Konstantin Frank 2013 Cabernet Franc (Finger Lakes),Cabernet Franc,Dr. Konstantin Frank,https://cdn.ct-static.com/labels/44ba5de2-ce36-441d-a658-02f5bcfff2cf.jpg,"['berry', 'cherry', 'spice']",red
128606,France,"This 19th-century chateau is situated on the plateau above the Garonne near Cadillac. A soft wine, it's lightly fruity and with a crisp edge. It offers attractive red-berry fruits and just the right acidity. Drink now.",Château Léon,85,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Carignan 2016 Château Léon Rosé (Bordeaux Rosé),Rosé,Château Carignan,https://www.vintage38greendale.com/cdn/shop/products/imagejpg_5f778266-aee2-423c-a522-64d10b70551a_530x@2x.jpg?v=1587143447,"['fruit', 'berry']",rosé
21757,France,"While displaying strong herbaceous Sauvignon Blanc flavors, the wine is also rich with fruitiness, offering a delicious series of green fruits followed by pineapple and tropical flavors. It's a wine that's right up front, crisp and bright at the end.",,92,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château la Garde 2012  Pessac-Léognan,Bordeaux-style White Blend,Château la Garde,https://merchantofwine.com/cdn/shop/products/Chateau-La-Garde-Rouge-AOC-Pessac-Leognan-Bordeaux-France-2012.jpg?v=1626897230,"['fruit', 'apple', 'tropical', 'herb']",white
22251,France,"It's the play on roses (the flowers) on the label that makes this bottle seem bright and fun. The wine itself is light and fruity with ripe flavors from the lees aging. There is spice, plenty of acidity and a crisp aftertaste. Drink now.",Infinie,88,23.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Provence Wine Maker 2016 Infinie Rosé (Côtes de Provence),Rosé,Provence Wine Maker,https://terroirreview.com/images/original/6a00d83420a73d53ef01b7c82dc26d970b-pi,"['fruit', 'spice']",rosé
43994,Spain,Smells like fruit juice. Overall it's raisiny and pruney. Drinkable but barely. Doesn't bring clarity or proper balance.,Organic,80,16.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Ardales 2008 Organic Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Ardales,https://www.wineenthusiast.com/wp-content/uploads/2023/05/Tempranillo_Open_photocredit_Meg_Baggott_1920x1280.jpg,['fruit'],unknown
